run_id,config_label,baseline_variant,filename,base__property_result,base__frame_sizes,base__total_time,base__k,base__solver,base__max_memory(MB),base__execution_time(s),base__cpu_time(s),base__exit_code,base__timed_out,asc_l1l2__property_result,asc_l1l2__frame_sizes,asc_l1l2__total_time,asc_l1l2__k,asc_l1l2__solver,asc_l1l2__max_memory(MB),asc_l1l2__execution_time(s),asc_l1l2__cpu_time(s),asc_l1l2__exit_code,asc_l1l2__timed_out,desc_l2l1__property_result,desc_l2l1__frame_sizes,desc_l2l1__total_time,desc_l2l1__k,desc_l2l1__solver,desc_l2l1__max_memory(MB),desc_l2l1__execution_time(s),desc_l2l1__cpu_time(s),desc_l2l1__exit_code,desc_l2l1__timed_out,pic3__property_result,pic3__frame_sizes,pic3__total_time,pic3__k,pic3__solver,pic3__max_memory(MB),pic3__execution_time(s),pic3__cpu_time(s),pic3__exit_code,pic3__timed_out,base_x3__property_result,base_x3__frame_sizes,base_x3__total_time,base_x3__k,base_x3__solver,base_x3__max_memory(MB),base_x3__execution_time(s),base_x3__cpu_time(s),base_x3__exit_code,base_x3__timed_out
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_1_e1_1092_e1_1486.lus,Unsafe,0,0.053,1,15,21.39,0.54,0.09,40,false,Unsafe,0,0.055,1,15,44.23,0.53,0.09,40,false,Unsafe,0,0.053,1,15,46.39,0.53,0.10,40,false,Unsafe,0,0.054,1,15,98.41,0.52,0.19,40,false,Unsafe,0,0.054,1,15,99.10,0.53,0.21,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_all_e1_4037.lus,Safe,4,0.158,2,69,47.91,0.64,0.21,0,false,Safe,4,0.158,2,67,47.73,0.63,0.21,0,false,Safe,4,0.158,2,71,48.20,0.63,0.21,0,false,Safe,4,0.160,2,69,105.55,0.63,0.52,0,false,Safe,4,0.169,2,69,104.95,0.62,0.55,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_luke_rt_e1_913_e7_1403.lus,Unsafe,,0.019,0,2,43.79,0.54,0.06,40,false,Unsafe,,0.019,0,2,31.79,0.52,0.06,40,false,Unsafe,,0.019,0,2,45.62,0.52,0.06,40,false,Unsafe,,0.018,0,2,21.48,0.53,0.11,40,false,Unsafe,,0.019,0,2,93.89,0.54,0.11,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_3_e3_5422_e1_2288.lus,Safe,1,0.072,2,27,47.48,0.63,0.17,0,false,Safe,1,0.075,2,27,57.70,0.52,0.12,0,false,Safe,1,0.071,2,27,43.07,0.52,0.14,0,false,Safe,1,0.070,2,27,57.79,0.52,0.26,0,false,Safe,1,0.073,2,27,67.03,0.52,0.27,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_11_e2_1678_e1_3565.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_luke_1b_e2_3049_e3_2697.lus,Unsafe,0,0.042,1,9,43.64,0.52,0.08,40,false,Unsafe,0,0.044,1,9,45.61,0.52,0.08,40,false,Unsafe,0,0.043,1,9,46.86,0.52,0.08,40,false,Unsafe,0,0.043,1,9,101.41,0.52,0.16,40,false,Unsafe,0,0.045,1,9,99.36,0.52,0.17,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671_e2_2131.lus,Unsafe,0,0.055,1,17,46.36,0.52,0.09,40,false,Unsafe,0,0.057,1,17,44.39,0.53,0.09,40,false,Unsafe,0,0.053,1,17,34.53,0.62,0.10,40,false,Unsafe,0,0.056,1,17,102.16,0.52,0.20,40,false,Unsafe,0,0.061,1,17,101.24,0.52,0.22,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_a3_e1_3233_e7_906.lus,Unsafe,,0.020,0,2,21.27,0.54,0.07,40,false,Unsafe,,0.021,0,2,23.64,0.53,0.07,40,false,Unsafe,,0.020,0,2,44.42,0.54,0.06,40,false,Unsafe,,0.020,0,2,64.01,0.52,0.11,40,false,Unsafe,,0.020,0,2,94.73,0.52,0.11,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_luke_rt_e2_3460_e2_2670.lus,Unsafe,0,0.061,1,22,45.50,0.55,0.10,40,false,Unsafe,0,0.065,1,22,44.12,0.54,0.11,40,false,Unsafe,0,0.062,1,22,45.29,0.53,0.11,40,false,Unsafe,0,0.065,1,22,92.02,0.53,0.25,40,false,Unsafe,0,0.067,1,22,100.66,0.52,0.24,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_all_e1_4022_e2_267.lus,Safe,5,0.181,2,90,58.81,0.64,0.23,0,false,Safe,4,0.151,2,69,47.58,0.63,0.20,0,false,Safe,5,0.184,2,88,54.03,0.75,0.24,0,false,Safe,5,0.181,2,90,104.80,0.63,0.55,0,false,Safe,5,0.193,2,90,104.70,0.63,0.64,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_a3_e2_2086_e7_2614.lus,Unsafe,,0.021,0,2,41.82,0.52,0.06,40,false,Unsafe,,0.020,0,2,42.05,0.53,0.07,40,false,Unsafe,,0.020,0,2,31.64,0.54,0.07,40,false,Unsafe,,0.019,0,2,94.21,0.53,0.11,40,false,Unsafe,,0.019,0,2,21.43,0.53,0.12,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_all2_e3_4612_e2_5774.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_3_e2_2236_e7_3681.lus,Safe,2,0.065,2,41,46.13,0.52,0.09,0,false,Safe,2,0.063,2,39,45.73,0.52,0.09,0,false,Safe,2,0.066,2,41,45.88,0.54,0.10,0,false,Safe,2,0.065,2,41,22.24,0.52,0.22,0,false,Safe,2,0.070,2,41,99.96,0.52,0.23,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_2_e7_25_e3_829.lus,Unsafe,,0.037,0,2,42.27,0.53,0.13,40,false,Unsafe,,0.025,0,2,45.89,0.52,0.08,40,false,Unsafe,,0.023,0,2,49.55,0.52,0.09,40,false,Unsafe,,0.023,0,2,88.35,0.53,0.14,40,false,Unsafe,,0.024,0,2,88.23,0.52,0.14,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_4.lus,Safe,1,0.050,2,27,45.51,0.52,0.08,0,false,Safe,1,0.053,2,27,45.79,0.52,0.08,0,false,Safe,1,0.065,2,27,46.71,0.55,0.11,0,false,Safe,1,0.049,2,27,20.06,0.53,0.18,0,false,Safe,1,0.054,2,27,101.54,0.52,0.19,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_1_e1_1092_e2_1853.lus,Safe,1,0.044,2,20,46.38,0.52,0.07,0,false,Safe,1,0.046,2,20,41.89,0.52,0.08,0,false,Safe,1,0.043,2,20,44.23,0.52,0.09,0,false,Safe,1,0.043,2,20,98.95,0.53,0.16,0,false,Safe,1,0.049,2,20,97.36,0.52,0.17,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_4_e3_3511_e1_2375.lus,Unsafe,10 4,0.761,2,532,50.13,1.28,0.79,40,false,Unsafe,2 1,0.185,2,97,47.39,0.62,0.21,40,false,Unsafe,20 9,1.689,2,1272,53.55,2.19,1.71,40,false,Unsafe,3 1,0.212,2,139,104.25,0.63,0.62,40,false,Unsafe,10 4,0.761,2,532,111.14,1.25,2.31,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_2_e7_25_e1_154.lus,Unsafe,,0.025,0,2,21.29,0.53,0.09,40,false,Unsafe,,0.025,0,2,41.52,0.53,0.09,40,false,Unsafe,,0.023,0,2,53.02,0.53,0.09,40,false,Unsafe,,0.023,0,2,22.94,0.52,0.13,40,false,Unsafe,,0.024,0,2,54.16,0.52,0.14,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_1_e1_14612_e1_268_e7_501.lus,Safe,2,0.098,2,41,35.01,0.62,0.14,0,false,Safe,2,0.095,2,39,48.01,0.63,0.15,0,false,Safe,2,0.098,2,43,42.38,0.52,0.15,0,false,Safe,2,0.096,2,41,93.89,0.52,0.33,0,false,Safe,2,0.101,2,41,90.46,0.52,0.35,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_all.lus,Safe,5,0.232,2,92,59.16,0.73,0.28,0,false,Safe,4,0.157,2,69,48.40,0.73,0.21,0,false,Safe,5,0.212,2,90,58.53,0.73,0.26,0,false,Safe,5,0.182,2,92,105.33,0.63,0.55,0,false,Safe,5,0.192,2,92,104.82,0.63,0.62,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671.lus,Unsafe,0,0.043,1,9,44.09,0.52,0.08,40,false,Unsafe,0,0.044,1,9,43.27,0.53,0.08,40,false,Unsafe,0,0.042,1,9,44.61,0.52,0.08,40,false,Unsafe,0,0.046,1,9,98.54,0.53,0.18,40,false,Unsafe,0,0.045,1,9,94.09,0.52,0.17,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_all_e3_1600_e5_84.lus,Unsafe,0,0.059,1,17,35.02,0.54,0.10,40,false,Unsafe,0,0.064,1,17,44.17,0.52,0.10,40,false,Unsafe,0,0.059,1,17,46.16,0.53,0.10,40,false,Unsafe,0,0.062,1,17,93.79,0.52,0.22,40,false,Unsafe,0,0.061,1,17,21.69,0.53,0.23,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_luke_rt_e1_913_e2_3353.lus,Safe,1,0.053,2,27,34.47,0.64,0.11,0,false,Safe,1,0.054,2,27,45.13,0.52,0.08,0,false,Safe,1,0.053,2,27,45.76,0.53,0.08,0,false,Safe,1,0.052,2,27,102.08,0.52,0.18,0,false,Safe,1,0.055,2,27,99.52,0.52,0.19,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_a3_e2_2952.lus,Safe,4,0.108,2,73,44.08,0.64,0.15,0,false,Safe,5,0.169,2,87,47.18,0.63,0.20,0,false,Safe,4,0.109,2,73,44.18,0.64,0.15,0,false,Safe,4,0.112,2,73,93.99,0.65,0.38,0,false,Safe,4,0.120,2,73,101.52,0.63,0.39,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_1_e1_3184_e7_1888.lus,Safe,1,0.062,2,25,19.67,0.54,0.11,0,false,Safe,1,0.083,2,24,34.89,0.64,0.14,0,false,Safe,1,0.063,2,25,49.54,0.53,0.12,0,false,Safe,1,0.062,2,25,26.99,0.52,0.22,0,false,Safe,1,0.062,2,25,47.59,0.53,0.23,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_luke_1a_e2_284_e3_3091.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_7.lus,Safe,31 19 8 3 1,35.227,6,15490,103.36,35.74,34.82,0,false,Timeout,56 48 41 32 30 29 28 27,286.690,8,43816,282.34,300.22,73.87,30,true,Timeout,67 57 53 49 48 44 33 26 22 19 17,220.949,11,47063,233.14,302.25,1.25,1,true,Safe,33 22 12 10 7,29.384,6,12664,245.41,30.20,69.82,0,false,Safe,68 54 39 18,25.685,5,10805,232.81,26.14,76.59,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_all_e3_3496.lus,Unsafe,5,0.163,1,90,47.79,0.63,0.20,40,false,Unsafe,1,0.083,1,27,21.25,0.52,0.12,40,false,Unsafe,1,0.079,1,27,45.78,0.52,0.12,40,false,Unsafe,3,0.102,1,53,93.41,0.52,0.30,40,false,Unsafe,5,0.178,1,90,103.60,0.64,0.57,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_14_e3_1259_e1_5798.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_luke_1b_e7_2574.lus,Unsafe,,0.019,0,2,43.76,0.53,0.06,40,false,Unsafe,,0.020,0,2,44.73,0.55,0.08,40,false,Unsafe,,0.018,0,2,20.97,0.54,0.07,40,false,Unsafe,,0.018,0,2,64.04,0.43,0.11,40,false,Unsafe,,0.019,0,2,94.35,0.52,0.11,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_5_e2_2884_e3_1882.lus,Safe,1,0.046,2,25,46.22,0.54,0.09,0,false,Safe,1,0.047,2,24,31.71,0.53,0.08,0,false,Safe,1,0.046,2,25,46.87,0.56,0.08,0,false,Safe,1,0.046,2,25,99.49,0.53,0.16,0,false,Safe,1,0.051,2,25,100.18,0.53,0.19,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_3.lus,Safe,1,0.108,2,27,47.53,0.63,0.16,0,false,Safe,1,0.073,2,27,23.17,0.53,0.12,0,false,Safe,1,0.069,2,27,36.91,0.53,0.14,0,false,Safe,1,0.071,2,27,66.01,0.63,0.27,0,false,Safe,1,0.073,2,27,66.82,0.52,0.27,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_11_e3_2076_e1_1270.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_4_e2_2799_e1_1303.lus,Safe,36 31 23 12,3.283,5,2902,57.17,3.74,3.30,0,false,Safe,43 38 31 13,3.886,5,3343,58.93,4.35,3.81,0,false,Safe,45 40 29 11,5.034,5,4184,60.32,5.49,5.04,0,false,Safe,34 29 21 11,3.627,5,2782,131.90,4.18,11.00,0,false,Safe,34 29 21 11,3.778,5,2802,132.34,4.29,11.34,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_1_e3_11891_e7_4569_e4_4881.lus,Safe,1,0.065,2,25,53.66,0.52,0.11,0,false,Safe,1,0.062,2,24,45.16,0.52,0.11,0,false,Safe,1,0.063,2,25,52.91,0.52,0.11,0,false,Safe,1,0.064,2,25,43.54,0.52,0.25,0,false,Safe,1,0.066,2,25,48.91,0.52,0.24,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_14.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_3_e2_2236_e2_1058.lus,Safe,2,0.063,2,41,46.43,0.52,0.09,0,false,Safe,2,0.061,2,39,45.48,0.52,0.09,0,false,Safe,2,0.062,2,41,46.39,0.52,0.09,0,false,Safe,2,0.063,2,41,97.89,0.52,0.21,0,false,Safe,2,0.070,2,41,101.86,0.52,0.24,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_5_e2_2884_e7_3594.lus,Safe,1,0.046,2,25,19.41,0.54,0.10,0,false,Safe,1,0.048,2,24,45.02,0.52,0.08,0,false,Safe,1,0.048,2,25,32.76,0.52,0.08,0,false,Safe,1,0.049,2,25,19.88,0.54,0.18,0,false,Safe,1,0.052,2,25,99.57,0.54,0.18,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_2_e2_3183_e2_3580.lus,Safe,1,0.062,2,22,44.95,0.53,0.11,0,false,Safe,1,0.065,2,22,19.79,0.52,0.12,0,false,Safe,1,0.062,2,22,42.38,0.52,0.11,0,false,Safe,1,0.063,2,22,88.27,0.52,0.23,0,false,Safe,1,0.064,2,22,52.92,0.53,0.24,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_13_e7_2336_e7_685.lus,Unsafe,,0.024,0,2,54.64,0.52,0.08,40,false,Unsafe,,0.025,0,2,51.55,0.52,0.08,40,false,Unsafe,,0.024,0,2,31.73,0.53,0.09,40,false,Unsafe,,0.025,0,2,21.74,0.52,0.16,40,false,Unsafe,,0.024,0,2,58.08,0.52,0.14,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_2_e7_25.lus,Unsafe,,0.024,0,2,42.04,0.52,0.09,40,false,Unsafe,,0.026,0,2,57.64,0.52,0.08,40,false,Unsafe,,0.023,0,2,51.68,0.54,0.09,40,false,Unsafe,,0.023,0,2,39.52,0.52,0.17,40,false,Unsafe,,0.025,0,2,54.66,0.52,0.15,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_11_e1_2450_e7_5791.lus,Unsafe,,0.025,0,2,21.39,0.55,0.09,40,false,Unsafe,,0.026,0,2,21.32,0.54,0.08,40,false,Unsafe,,0.024,0,2,53.77,0.52,0.09,40,false,Unsafe,,0.024,0,2,21.65,0.55,0.14,40,false,Unsafe,,0.026,0,2,47.65,0.54,0.19,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_4_e3_3511_e2_1923.lus,Safe,3 2,0.123,3,101,46.92,0.64,0.16,0,false,Safe,3 2,0.123,3,103,47.39,0.62,0.15,0,false,Safe,3 2,0.121,3,101,47.71,0.64,0.15,0,false,Safe,3 2,0.125,3,101,103.71,0.63,0.39,0,false,Safe,3 2,0.132,3,101,103.16,0.63,0.42,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_2_e3_151_e3_1540.lus,Unsafe,0,0.061,1,22,41.91,0.54,0.10,40,false,Unsafe,0,0.061,1,22,32.00,0.52,0.10,40,false,Unsafe,0,0.063,1,22,43.31,0.53,0.11,40,false,Unsafe,0,0.063,1,22,98.70,0.52,0.22,40,false,Unsafe,0,0.063,1,22,92.34,0.53,0.23,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_luke_5.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_all2_e3_4612_e4_3719.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_all2_e8_4626.lus,Unsafe,,0.027,0,2,51.91,0.52,0.10,40,false,Unsafe,,0.028,0,2,44.46,0.52,0.10,40,false,Unsafe,,0.028,0,2,57.16,0.53,0.11,40,false,Unsafe,,0.027,0,2,31.96,0.54,0.17,40,false,Unsafe,,0.028,0,2,29.15,0.54,0.18,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_luke_1b_e7_3191_e1_1303.lus,Unsafe,,0.022,0,2,34.85,0.54,0.10,40,false,Unsafe,,0.021,0,2,43.86,0.53,0.07,40,false,Unsafe,,0.020,0,2,33.98,0.52,0.06,40,false,Unsafe,,0.019,0,2,98.66,0.54,0.11,40,false,Unsafe,,0.019,0,2,100.61,0.52,0.11,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_luke_1b.lus,Safe,1,0.046,2,22,43.72,0.54,0.08,0,false,Safe,1,0.046,2,22,31.96,0.52,0.08,0,false,Safe,1,0.047,2,22,46.97,0.53,0.08,0,false,Safe,1,0.050,2,22,20.14,0.53,0.20,0,false,Safe,1,0.047,2,22,100.37,0.53,0.17,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_2.lus,Safe,1,0.061,2,22,57.61,0.52,0.12,0,false,Safe,1,0.064,2,22,47.68,0.65,0.13,0,false,Safe,1,0.063,2,22,35.09,0.63,0.12,0,false,Safe,1,0.063,2,22,57.46,0.52,0.23,0,false,Safe,1,0.064,2,22,66.03,0.63,0.25,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_all2_e7_5406.lus,Unsafe,,0.029,0,2,69.63,0.52,0.10,40,false,Unsafe,,0.029,0,2,21.68,0.56,0.11,40,false,Unsafe,,0.028,0,2,21.56,0.52,0.10,40,false,Unsafe,,0.028,0,2,41.14,0.53,0.17,40,false,Unsafe,,0.028,0,2,56.77,0.53,0.17,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_a3_e3_314_e4_897.lus,Unsafe,13 6,1.037,2,740,50.29,1.46,1.06,40,false,Unsafe,9 4,0.713,2,498,49.79,1.25,0.73,40,false,Unsafe,13 6,1.028,2,767,50.79,1.56,1.06,40,false,Unsafe,11 5,0.866,2,611,111.16,1.26,2.58,40,false,Unsafe,14 6,1.155,2,800,112.77,1.57,3.42,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_all_e2_3678.lus,Unsafe,0,0.060,1,15,43.82,0.52,0.10,40,false,Unsafe,0,0.062,1,15,21.42,0.53,0.10,40,false,Unsafe,3,0.118,1,56,47.54,0.62,0.15,40,false,Unsafe,0,0.060,1,15,94.91,0.52,0.24,40,false,Unsafe,0,0.078,1,15,21.69,0.53,0.28,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_4_e2_2799_e2_2251.lus,Safe,38 33 28 18 9,4.970,6,3812,59.90,5.51,4.97,0,false,Safe,45 39 29 10,4.995,5,4002,61.73,5.49,4.88,0,false,Safe,21 15 10 9 5,3.534,6,3101,58.92,4.04,3.57,0,false,Safe,18 13 6 1,2.238,4,1741,123.48,2.72,6.74,0,false,Safe,29 24 17 8,3.001,5,2446,126.97,3.45,9.08,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_6.lus,Safe,10 8 5,0.440,4,512,48.71,0.94,0.46,0,false,Safe,10 8 5,0.460,4,514,48.84,0.93,0.46,0,false,Safe,10 8 5,0.444,4,516,48.62,0.93,0.46,0,false,Safe,10 8 5,0.467,4,513,106.49,0.94,1.41,0,false,Safe,10 8 5,0.467,4,513,106.05,0.94,1.41,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_all.lus,Safe,1 0,0.225,3,172,48.79,0.73,0.25,0,false,Safe,1 0,0.235,3,174,48.29,0.74,0.25,0,false,Safe,1 0,0.229,3,175,48.61,0.73,0.25,0,false,Safe,1 0,0.232,3,172,107.29,0.73,0.70,0,false,Safe,1 0,0.241,3,172,106.57,0.73,0.73,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_9_e7_1843.lus,Safe,2,0.097,2,39,54.89,0.63,0.14,0,false,Safe,2,0.091,2,37,47.65,0.64,0.15,0,false,Safe,2,0.106,2,39,47.96,0.63,0.18,0,false,Safe,2,0.096,2,39,66.43,0.52,0.31,0,false,Safe,2,0.107,2,39,104.87,0.63,0.36,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_8.lus,Safe,96 95 7 4,289.526,5,23865,385.23,290.01,288.72,0,false,Safe,13 12 7 4,0.838,5,721,49.53,1.35,0.85,0,false,Safe,14 13 7 4,0.964,5,818,50.62,1.45,0.99,0,false,Safe,9 8 2 1,0.992,4,642,112.82,1.36,2.81,0,false,Safe,28 27 7 4,5.199,5,2335,141.49,5.76,15.77,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_10_e7_3861_e2_1020.lus,Unsafe,,0.024,0,2,54.89,0.53,0.08,40,false,Unsafe,,0.024,0,2,44.05,0.52,0.08,40,false,Unsafe,,0.023,0,2,21.51,0.52,0.08,40,false,Unsafe,,0.023,0,2,56.26,0.52,0.13,40,false,Unsafe,,0.023,0,2,53.00,0.52,0.14,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_6_e2_3302.lus,Safe,11 8 5,0.520,4,587,48.46,0.94,0.55,0,false,Safe,11 8 5,0.548,4,593,49.21,1.04,0.55,0,false,Safe,11 8 5,0.523,4,596,48.77,0.95,0.55,0,false,Safe,11 8 5,0.553,4,594,107.73,1.06,1.68,0,false,Safe,11 8 5,0.558,4,594,108.82,1.04,1.66,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_3_e1_4783_e1_3755.lus,Safe,1,0.071,2,25,54.29,0.52,0.12,0,false,Safe,1,0.071,2,25,47.41,0.53,0.12,0,false,Safe,1,0.066,2,25,57.62,0.52,0.12,0,false,Safe,1,0.070,2,25,20.18,0.52,0.25,0,false,Safe,1,0.072,2,25,67.21,0.52,0.27,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/FIREFLY_all_e2_2924_e2_1767.lus,Unsafe,3,0.123,1,58,47.82,0.63,0.16,40,false,Unsafe,1,0.079,1,27,31.67,0.53,0.12,40,false,Unsafe,3,0.121,1,58,46.17,0.64,0.17,40,false,Unsafe,3,0.103,1,53,77.45,0.54,0.35,40,false,Unsafe,3,0.129,1,58,103.99,0.63,0.43,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory1/DRAGON_all_e7_4065.lus,Unsafe,,0.024,0,2,47.44,0.52,0.09,40,false,Unsafe,,0.025,0,2,34.78,0.52,0.09,40,false,Unsafe,,0.024,0,2,58.94,0.53,0.09,40,false,Unsafe,,0.024,0,2,35.23,0.53,0.16,40,false,Unsafe,,0.024,0,2,51.55,0.52,0.14,40,false
